glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,glytoucan_id,predicted_taxonomy,glycan_type,immunogenicity,disease_association,disease_id,disease_sample,disease_direction,disease_ref,disease_species,tissue_sample,tissue_id,tissue_ref,tissue_species,Composition,readable
Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-8)Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G71566WX,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 4, 'Hex': 6, 'HexNAc': 6}",True
Man(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man,"['Amorphophallus_konjac', 'Mimosa_scabrella', 'Schizolobium_amazonicum', 'Schizolobium_parahyba', 'Stryphnodendron_adstringens', 'Cocos_nucifera', 'Candida_albicans']","['Amorphophallus', 'Mimosa', 'Schizolobium', 'Schizolobium', 'Stryphnodendron', 'Cocos', 'Candida']","['Araceae', 'Fabaceae', 'Fabaceae', 'Fabaceae', 'Fabaceae', 'Arecaceae', 'Saccharomycetaceae']","['Alismatales', 'Fabales', 'Fabales', 'Fabales', 'Fabales', 'Arecales', 'Saccharomycetales']","['Monocotyledons', 'Dicotyledons', 'Dicotyledons', 'Dicotyledons', 'Dicotyledons', 'Monocotyledons', 'Saccharomycetes']","['Angiosperms', 'Angiosperms', 'Angiosperms', 'Angiosperms', 'Angiosperms', 'Angiosperms', 'Ascomycota']","['Plantae', 'Plantae', 'Plantae', 'Plantae', 'Plantae', 'Plantae', 'Fungi']","['Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya']","['', '', '', '', '', '', '']",G47935DY,,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 5},True
GlcA(a1-3)Fuc(a1-3)[Glc(b1-4)]Glc(b1-4)GlcA,['Klebsiella_aerogenes'],['Klebsiella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 2, 'dHex': 1, 'Hex': 2}",True
Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)]Man(a1-999)[Fuc(a1-998)[Gal(b1-998)]GlcNAc(b1-998)Man(a1-998)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G26571DV,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 6, 'dHex': 4, 'HexNAc': 5}",True
Rha(a1-3)Rha2Ac(a1-3)GlcNAc(b1-2)[Glc(a1-3)]Rha,['Shigella_flexneri'],['Shigella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],G08628GK,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'HexNAc': 1, 'Hex': 1, 'Ac': 1}",True
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Gal(a1-2)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G14927KP,Fungi,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 10, 'HexNAc': 2}",True
Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-998)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],,,N,,[],[],[],[],[],[],['sperm'],['CL:0000019'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],['Homo_sapiens'],"{'Neu5Ac': 1, 'Hex': 6, 'HexNAc': 5, 'dHex': 1}",True
Gal(b1-4)GlcNAc(b1-4)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G18160VJ,,N,0.0,[],[],[],[],[],[],['liver'],['UBERON:0002107'],['https://doi.org/10.1021/bi00464a020'],['Homo_sapiens'],"{'Hex': 4, 'HexNAc': 3, 'dHex': 1}",True
Neu5Ac(a2-998)Neu5Ac(a2-998)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)[Gal(a1-999)Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)[Gal(a1-999)Gal(a1-999)GlcNAc(a1-999)[Gal(a1-999)Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G00521OP,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 11, 'HexNAc': 7, 'dHex': 1}",True
Xyl(a1-999)Rha(a1-999)Xyl(a1-999)Ara,[],[],[],[],[],[],[],[],[],G37427TI,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 3, 'dHex': 1}",True
Man3Ac(b1-4)[Gal(a1-6)]Man2Ac(b1-4)Glc(b1-4)Man3Ac(b1-4)Man3Ac,['Aloe_vera'],['Aloe'],['Asphodelaceae'],['Asparagales'],['Monocotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],['https://www.sciencedirect.com/science/article/pii/S0144861715006682'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'Ac': 4}",True
Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-2)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc,['Aspergillus_versicolor'],['Aspergillus'],['Trichocomaceae'],['Eurotiales'],['Eurotiomycetes'],['Ascomycota'],['Fungi'],['Eukarya'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 12},True
Araf(a1-3)[Araf1Fer(a1-5)]Araf,['Spinacia_oleracea'],['Spinacia'],['Amaranthaceae'],['Caryophyllales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
GalNAc(a1-3)[Fuc(a1-2)]Gal6N,[],[],[],[],[],[],[],[],[],G34704BH,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 1, 'dHex': 1, 'Hex': 1}",True
Man(a1-999)Man(a1-999)Man(a1-999)Man(a1-999)[Gal(b1-998)GlcNAc(b1-998)Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G63455UI,Fungi,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 7, 'HexNAc': 3}",True
Xyl1Cer,"['Larus_argentatus', 'Myrmekioderma_sp']","['Larus', 'Myrmekioderma']","['Laridae', 'Heteroxyidae']","['Charadriiformes', 'Axinellida']","['Aves', 'Demospongiae']","['Chordata', 'Porifera']","['Animalia', 'Animalia']","['Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/4335795/', 'https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10.1002/ejoc.201500471']",,,lipid,,[],[],[],[],[],[],['salt_gland'],['UBERON:0004758'],['https://pubmed.ncbi.nlm.nih.gov/4335795/'],['Larus_argentatus'],{},True
Fuc(a1-998)Gal(b1-998)[Fuc(a1-998)]GlcNAc(b1-998)[Gal(b1-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Fuc(a1-998)[Gal(b1-998)]GlcNAc(b1-998)[Fuc(a1-998)[Gal(b1-998)]GlcNAc(b1-998)]Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G58080HK,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 4, 'Hex': 8, 'HexNAc': 7}",True
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G76986IU,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'dHex': 2, 'HexNAc': 5}",True
Gal(a1-999)Gal(a1-999)GlcNAc(a1-999)[Gal(a1-999)Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)[Neu5Ac(a2-998)Gal(a1-999)GlcNAc(a1-999)[Neu5Gc(a2-998)Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G95538HB,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 9, 'HexNAc': 7, 'Neu5Ac': 1, 'Neu5Gc': 1, 'dHex': 1}",True
6dTal(a1-3)6dTal(a1-2)Rha,['Mesorhizobium_huakuii'],['Mesorhizobium'],['Phyllobacteriaceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/28399430/'],G70029KD,,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Gc(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G53809EF,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 1, 'Hex': 4, 'HexNAc': 2}",True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(a1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G71323UV,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 3, 'Hex': 6, 'HexNAc': 5}",True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-998)[Man(a1-998)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G50562MO,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 7, 'HexNAc': 3}",True
GlcN2S6S(a1-4)GlcA3S(b1-4)GlcN2S3S6S(a1-4)IdoA2S(a1-4)GlcN2S3S6S,[],[],[],[],[],[],[],[],[],G75343JY,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexN': 3, 'HexA': 2, 'S': 10}",True
Man2PEtN(b1-2)Man(b1-2)Man1EtN,['Candida_albicans'],['Candida'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/31009911/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'PEtN': 1}",True
Glc(b1-3)Rha1Fer(a1-4)Fruf(b2-1)GlcOBz,['Polygala_fallax'],['Polygala'],['Polygalaceae'],['Fabales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-998)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Neu5Ac(a2-998)Gal(a1-999)GlcNAc(a1-999)[Neu5Gc(a2-998)Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G06479BJ,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 3, 'Hex': 8, 'HexNAc': 8, 'Neu5Gc': 1, 'dHex': 1}",True
Gal(b1-3)Gal(b1-4)Glc-ol,"['Bos_taurus', 'Sapajus_apella', 'Vombatus_ursinus', 'Dasyurus_maculatus', 'Equus_caballus', 'Camelus_bactrianus', 'Camelus_dromedarius', 'Rangifer_tarandus', 'Capra_aegagrus_hircus', 'Capra_hircus', 'Trichosurus_vulpecula', 'Macropus_giganteus', 'Bubalus_bubalis', 'Dasyurus_viverrinus', 'Homo_sapiens', 'Ovis_aries', 'Phascolarctos_cinereus', 'Notamacropus_eugenii', 'Sus_scrofa', 'Cervus_nippon', 'Cuniculus_paca', 'Monodelphis_domestica', 'Aepyceros_melampus', 'Allochrocebus_lhoesti', 'Choeropsis_liberiensis', 'Delphinapterus_leucas', 'Diceros_bicornis', 'Lama_pacos', 'Stenella_coeruleoalba', 'Tursiops_truncatus']","['Bos', 'Sapajus', 'Vombatus', 'Dasyurus', 'Equus', 'Camelus', 'Camelus', 'Rangifer', 'Capra', 'Capra', 'Trichosurus', 'Macropus', 'Bubalus', 'Dasyurus', 'Homo', 'Ovis', 'Phascolarctos', 'Notamacropus', 'Sus', 'Cervus', 'Cuniculus', 'Monodelphis', 'Aepyceros', 'Allochrocebus', 'Choeropsis', 'Delphinapterus', 'Diceros', 'Lama', 'Stenella', 'Tursiops']","['Bovidae', 'Cebidae', 'Vombatidae', 'Dasyuridae', 'Equidae', 'Camelidae', 'Camelidae', 'Cervidae', 'Bovidae', 'Bovidae', 'Phalangeridae', 'Macropodidae', 'Bovidae', 'Dasyuridae', 'Hominidae', 'Bovidae', 'Phascolarctidae', 'Macropodidae', 'Suidae', 'Cervidae', 'Cuniculidae', 'Didelphidae', 'Bovidae', 'Cercopithecidae', 'Hippopotamidae', 'Monodontidae', 'Rhinocerotidae', 'Camelidae', 'Delphinidae', 'Delphinidae']","['Artiodactyla', 'Primates', 'Diprotodontia', 'Dasyuromorphia', 'Perissodactyla', 'Artiodactyla', 'Artiodactyla', 'Artiodactyla', 'Artiodactyla', 'Artiodactyla', 'Diprotodontia', 'Diprotodontia', 'Artiodactyla', 'Dasyuromorphia', 'Primates', 'Artiodactyla', 'Diprotodontia', 'Diprotodontia', 'Artiodactyla', 'Artiodactyla', 'Rodentia', 'Didelphimorphia', 'Artiodactyla', 'Primates', 'Artiodactyla', 'Artiodactyla', 'Perissodactyla', 'Artiodactyla', 'Artiodactyla', 'Artiodactyla']","['Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia']","['Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata']","['Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia']","['Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya']","['https://glycostore.org/searchTaxon/BOS%20TAURUS', 'https://pubmed.ncbi.nlm.nih.gov/11925504/', 'https://pubmed.ncbi.nlm.nih.gov/26608481/', 'https://pubmed.ncbi.nlm.nih.gov/27206413/', 'https://glycostore.org/searchTaxon/EQUUS%20CABALLUS', 'https://pubmed.ncbi.nlm.nih.gov/21094729/', 'https://www.sciencedirect.com/science/article/abs/pii/S0958694612001896?via%3Dihub', 'https://www.sciencedirect.com/science/article/pii/S0958694613001994?via%3Dihub', 'https://glycostore.org/searchTaxon/CAPRA%20AEGAGRUS%20HIRCUS', 'https://pubmed.ncbi.nlm.nih.gov/7982214/', 'https://pubmed.ncbi.nlm.nih.gov/24906475/', 'https://pubmed.ncbi.nlm.nih.gov/7407802/', 'https://pubmed.ncbi.nlm.nih.gov/30467790/', 'https://pubmed.ncbi.nlm.nih.gov/26047593/', 'https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342', 'https://pubmed.ncbi.nlm.nih.gov/11925504/', 'https://pubmed.ncbi.nlm.nih.gov/23824565/', 'https://pubmed.ncbi.nlm.nih.gov/6671197/', 'https://pubmed.ncbi.nlm.nih.gov/26882005/', 'https://pubmed.ncbi.nlm.nih.gov/30467790/', 'https://www.glycoforum.gr.jp/article/24A11.html', 'https://www.jstor.org/stable/30156200', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1']",G69180XT,,free,,[],[],[],[],[],[],"['milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk']","['UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913', 'UBERON:0001913']","['https://glycostore.org/searchTaxon/BOS%20TAURUS', 'https://pubmed.ncbi.nlm.nih.gov/30467790/', 'https://pubmed.ncbi.nlm.nih.gov/21094729/', 'https://www.sciencedirect.com/science/article/abs/pii/S0958694612001896?via%3Dihub', 'https://glycostore.org/searchTaxon/CAPRA%20AEGAGRUS%20HIRCUS', 'https://pubmed.ncbi.nlm.nih.gov/7982214/', 'https://pubmed.ncbi.nlm.nih.gov/30467790/', 'https://pubmed.ncbi.nlm.nih.gov/27206413/', 'https://pubmed.ncbi.nlm.nih.gov/26047593/', 'https://glycostore.org/searchTaxon/EQUUS%20CABALLUS', 'https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342', 'https://pubmed.ncbi.nlm.nih.gov/7407802/', 'https://pubmed.ncbi.nlm.nih.gov/6671197/', 'https://pubmed.ncbi.nlm.nih.gov/11925504/', 'https://pubmed.ncbi.nlm.nih.gov/23824565/', 'https://www.sciencedirect.com/science/article/pii/S0958694613001994?via%3Dihub', 'https://pubmed.ncbi.nlm.nih.gov/11925504/', 'https://pubmed.ncbi.nlm.nih.gov/26882005/', 'https://pubmed.ncbi.nlm.nih.gov/24906475/', 'https://pubmed.ncbi.nlm.nih.gov/26608481/', 'https://www.glycoforum.gr.jp/article/24A11.html', 'https://www.jstor.org/stable/30156200', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1', 'https://www.biorxiv.org/content/10.1101/2023.01.16.524336v1']","['Bos_taurus', 'Bubalus_bubalis', 'Camelus_bactrianus', 'Camelus_dromedarius', 'Capra_aegagrus_hircus', 'Capra_hircus', 'Cervus_nippon', 'Dasyurus_maculatus', 'Dasyurus_viverrinus', 'Equus_caballus', 'Homo_sapiens', 'Macropus_giganteus', 'Notamacropus_eugenii', 'Ovis_aries', 'Phascolarctos_cinereus', 'Rangifer_tarandus', 'Sapajus_apella', 'Sus_scrofa', 'Trichosurus_vulpecula', 'Vombatus_ursinus', 'Cuniculus_paca', 'Monodelphis_domestica', 'Aepyceros_melampus', 'Allochrocebus_lhoesti', 'Choeropsis_liberiensis', 'Delphinapterus_leucas', 'Diceros_bicornis', 'Lama_pacos', 'Stenella_coeruleoalba', 'Tursiops_truncatus']",{'Hex': 3},True
GlcN2S(a1-999)IdoA(a1-999)GlcN2S(a1-999)GlcA,[],[],[],[],[],[],[],[],[],G03008GL,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexN': 2, 'HexA': 2, 'S': 2}",True
"Gal2S(a1-999)3,6-Anhydro-Gal(a1-999)Gal2S",[],[],[],[],[],[],[],[],[],G79064JA,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'S': 2}",True
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G83134ZR,,O,0.0,[],[],[],[],[],[],"['seminal_fluid', 'saliva']","['UBERON:0006530', 'UBERON:0001836']","['https://doi.org/10.1111/j.1432-1033.1985.tb09204.x', 'https://doi.org/10.1177/00220345850640010601']","['Homo_sapiens', 'Homo_sapiens']","{'dHex': 2, 'Hex': 2, 'HexNAc': 2, 'Neu5Ac': 1}",True
GalNAc(b1-4)GlcNAc6PCho(a1-999)GlcNAc(a1-999)GlcNAc6PCho(a1-999)GlcNAc(a1-999)GlcNAc6PCho(b1-3)Man(b1-4)Glc1Cer,['Onchocerca_volvulus'],['Onchocerca'],['Onchocercidae'],['Rhabditida'],['Chromadorea'],['Nematoda'],['Animalia'],['Eukarya'],['https://www.frontiersin.org/articles/10.3389/fimmu.2023.1102344/abstract'],,,lipid,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 6, 'Hex': 2, 'PCho': 3}",True
Glc(a1-3)[Glc(a1-2)Gal(a1-4)]GlcNAc(b1-3)[Gal(b1-4)]GlcNAc(b1-3)[Gal(b1-4)]GlcNAc(b1-4)Glc,['Sipunculus_nudus'],['Sipunculus'],['Sipunculidae'],['Golfingiida'],['Sipunculidea'],['Sipuncula'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/34302428/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 3}",True
GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Bos_taurus'],['Bos'],['Bovidae'],['Artiodactyla'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G05947LR,,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 5, 'Hex': 4, 'dHex': 2, 'S': 1}",True
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-3)GlcNAc(b1-3)[Gal(a1-999)GlcNAc(a1-999)]Gal(a1-999)GlcNAc(a1-999)]Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G00688XN,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'dHex': 1, 'HexNAc': 4}",True
Man(a1-998)Man(a1-998)[Man(a1-998)Man(a1-998)]Man(a1-998)[Man(a1-998)]Man(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G30545KN,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 7, 'HexNAc': 1}",True
